id,data_subject_id,host,event_id,text,region,label
348,user1367,PC-616,4624,An account was successfully logged on. User: user1367 from PC-616,New South Wales,0
349,user1308,PC-318,1116,A logon attempt was made using explicit credentials. User: user1308,New South Wales,0
350,user1557,PC-822,4624,Scheduled task created. Name: recognize by user1557,ACT,0
351,user1043,PC-732,4624,A logon attempt was made using explicit credentials. User: user1043,Queensland,0
352,user1790,PC-235,7045,Scheduled task created. Name: scene by user1790,South Australia,0
353,user1583,PC-475,4625,A logon attempt was made using explicit credentials. User: user1583,Victoria,0
354,user1049,PC-379,4697,An account was successfully logged on. User: user1049 from PC-379,ACT,0
355,user1001,PC-199,4624,Scheduled task created. Name: though by user1001,South Australia,0
357,user1045,PC-257,4698,An account was successfully logged on. User: user1045 from PC-257,ACT,0
359,user1681,PC-408,4625,An account was locked out. User: user1681,Northern Territory,0
360,user1836,PC-237,4624,A logon attempt was made using explicit credentials. User: user1836,Northern Territory,0
361,user1663,PC-148,7045,A logon attempt was made using explicit credentials. User: user1663,New South Wales,0
363,user1982,PC-676,4625,An account was locked out. User: user1982,Tasmania,0
364,user1023,PC-483,4625,An account was successfully logged on. User: user1023 from PC-483,Western Australia,0
365,user1895,PC-771,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-771,ACT,0
366,user1522,PC-321,4697,Scheduled task created. Name: sit by user1522,South Australia,0
367,user1141,PC-783,1116,A service was installed in the system. Service: clear by user1141,Northern Territory,0
368,user1920,PC-605,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-605,Queensland,0
369,user1745,PC-142,4698,An account was successfully logged on. User: user1745 from PC-142,Northern Territory,0
370,user1852,PC-225,7045,An account was locked out. User: user1852,Queensland,0
371,user1399,PC-440,4625,An account was locked out. User: user1399,New South Wales,0
372,user1021,PC-171,4698,An account was successfully logged on. User: user1021 from PC-171,South Australia,0
373,user1428,PC-684,4625,An account was locked out. User: user1428,Queensland,0
374,user1494,PC-786,4624,An account was locked out. User: user1494,Victoria,0
375,user1193,PC-986,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-986,Queensland,0
376,user1884,PC-516,7045,A service was installed in the system. Service: agent by user1884,Queensland,0
377,user1938,PC-298,4624,An account was locked out. User: user1938,Northern Territory,0
378,user1944,PC-630,4697,An account was locked out. User: user1944,Tasmania,0
379,user1878,PC-645,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-645,Victoria,0
380,user1520,PC-482,4698,An account was successfully logged on. User: user1520 from PC-482,Northern Territory,0
381,user1619,PC-862,1116,Scheduled task created. Name: thought by user1619,South Australia,0
382,user1029,PC-464,4625,Scheduled task created. Name: spend by user1029,Queensland,0
383,user1014,PC-688,4624,An account was locked out. User: user1014,Western Australia,0
384,user1848,PC-199,7045,Scheduled task created. Name: check by user1848,Tasmania,0
385,user1856,PC-318,4624,A service was installed in the system. Service: deep by user1856,ACT,0
387,user1230,PC-550,4625,An account was successfully logged on. User: user1230 from PC-550,New South Wales,0
388,user1852,PC-495,4625,A logon attempt was made using explicit credentials. User: user1852,Queensland,0
389,user1919,PC-911,7045,A service was installed in the system. Service: take by user1919,New South Wales,0
390,user1169,PC-209,4698,An account was locked out. User: user1169,ACT,0
391,user1362,PC-952,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-952,South Australia,0
394,user1319,PC-343,4698,Scheduled task created. Name: provide by user1319,South Australia,0
395,user1176,PC-213,7045,A service was installed in the system. Service: safe by user1176,Queensland,0
396,user1243,PC-143,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-143,Tasmania,0
397,user1323,PC-349,7045,An account was successfully logged on. User: user1323 from PC-349,South Australia,0
398,user1122,PC-158,4624,Scheduled task created. Name: firm by user1122,South Australia,0
399,user1950,PC-152,1116,An account was successfully logged on. User: user1950 from PC-152,New South Wales,0
400,user1443,PC-394,4697,A service was installed in the system. Service: grow by user1443,ACT,0
401,user1958,PC-920,4697,An account was successfully logged on. User: user1958 from PC-920,South Australia,0
402,user1663,PC-673,1116,An account was locked out. User: user1663,New South Wales,0
403,user1798,PC-582,7045,A service was installed in the system. Service: generation by user1798,South Australia,0
404,user1062,PC-147,4697,A service was installed in the system. Service: official by user1062,Queensland,0
405,user1217,PC-514,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-514,Northern Territory,0
406,user1155,PC-226,4698,An account was locked out. User: user1155,Victoria,0
407,user1344,PC-694,4698,An account was locked out. User: user1344,Victoria,0
408,user1341,PC-607,7045,An account was locked out. User: user1341,Victoria,0
409,user1576,PC-918,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-918,New South Wales,0
410,user1335,PC-243,4625,Scheduled task created. Name: notice by user1335,New South Wales,0
411,user1948,PC-553,4624,Malware alert from Defender. Detection: Worm:Win32 on PC-553,Queensland,0
412,user1995,PC-647,1116,A logon attempt was made using explicit credentials. User: user1995,Western Australia,0
413,user1247,PC-772,4625,A logon attempt was made using explicit credentials. User: user1247,Queensland,0
414,user1716,PC-546,7045,A logon attempt was made using explicit credentials. User: user1716,Victoria,0
415,user1950,PC-222,4698,A logon attempt was made using explicit credentials. User: user1950,New South Wales,0
416,user1157,PC-102,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-102,Queensland,0
417,user1157,PC-615,4698,An account was successfully logged on. User: user1157 from PC-615,Queensland,0
419,user1039,PC-989,4625,An account was successfully logged on. User: user1039 from PC-989,Queensland,0
420,user1980,PC-104,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-104,South Australia,0
422,user1509,PC-454,4625,Scheduled task created. Name: economy by user1509,Queensland,0
423,user1888,PC-578,4624,A service was installed in the system. Service: he by user1888,Western Australia,0
424,user1343,PC-664,4697,An account was locked out. User: user1343,ACT,0
425,user1838,PC-344,4624,Scheduled task created. Name: dark by user1838,Western Australia,0
426,user1452,PC-769,4625,An account was successfully logged on. User: user1452 from PC-769,South Australia,0
427,user1567,PC-109,4697,An account was locked out. User: user1567,Western Australia,0
428,user1792,PC-161,4625,Malware alert from Defender. Detection: Worm:Win32 on PC-161,Queensland,0
429,user1121,PC-249,1116,Scheduled task created. Name: boy by user1121,Tasmania,0
430,user1266,PC-735,7045,Scheduled task created. Name: huge by user1266,Northern Territory,0
431,user1469,PC-263,4624,A logon attempt was made using explicit credentials. User: user1469,ACT,0
432,user1904,PC-500,4697,A logon attempt was made using explicit credentials. User: user1904,South Australia,0
433,user1970,PC-664,4697,A logon attempt was made using explicit credentials. User: user1970,ACT,0
434,user1545,PC-324,7045,Malware alert from Defender. Detection: Worm:Win32 on PC-324,Victoria,0
435,user1069,PC-604,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-604,Victoria,0
436,user1730,PC-976,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-976,ACT,0
437,user1602,PC-894,7045,An account was locked out. User: user1602,New South Wales,0
438,user1913,PC-221,4625,A logon attempt was made using explicit credentials. User: user1913,Northern Territory,0
439,user1701,PC-830,4697,A service was installed in the system. Service: office by user1701,ACT,0
440,user1981,PC-140,4698,Scheduled task created. Name: street by user1981,South Australia,0
441,user1347,PC-323,7045,Scheduled task created. Name: enjoy by user1347,ACT,0
442,user1769,PC-174,1116,A logon attempt was made using explicit credentials. User: user1769,Western Australia,0
443,user1060,PC-847,4624,An account was locked out. User: user1060,Tasmania,0
445,user1654,PC-408,4697,Scheduled task created. Name: should by user1654,ACT,0
446,user1680,PC-916,1116,An account was successfully logged on. User: user1680 from PC-916,South Australia,0
447,user1199,PC-412,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-412,Northern Territory,0
448,user1534,PC-154,4698,An account was locked out. User: user1534,Northern Territory,0
449,user1592,PC-903,4624,Scheduled task created. Name: rate by user1592,Northern Territory,0
450,user1935,PC-297,4625,A service was installed in the system. Service: race by user1935,Tasmania,0
452,user1335,PC-612,4697,A service was installed in the system. Service: team by user1335,New South Wales,0
453,user1421,PC-898,4698,An account was locked out. User: user1421,Northern Territory,0
454,user1502,PC-179,4625,An account was locked out. User: user1502,Victoria,0
455,user1387,PC-984,4698,Scheduled task created. Name: specific by user1387,New South Wales,0
456,user1993,PC-137,4697,A service was installed in the system. Service: yard by user1993,New South Wales,0
457,user1448,PC-255,4624,A logon attempt was made using explicit credentials. User: user1448,Victoria,0
458,user1485,PC-929,4697,Scheduled task created. Name: guess by user1485,Western Australia,0
459,user1630,PC-786,4624,Malware alert from Defender. Detection: Worm:Win32 on PC-786,Victoria,0
460,user1328,PC-121,4625,A service was installed in the system. Service: return by user1328,Tasmania,0
461,user1023,PC-882,4698,A service was installed in the system. Service: wrong by user1023,Western Australia,0
462,user1517,PC-743,1116,A logon attempt was made using explicit credentials. User: user1517,Western Australia,0
464,user1975,PC-969,4698,A service was installed in the system. Service: bad by user1975,Victoria,0
466,user1905,PC-144,4698,A logon attempt was made using explicit credentials. User: user1905,South Australia,0
467,user1155,PC-464,4697,A logon attempt was made using explicit credentials. User: user1155,Victoria,0
469,user1042,PC-700,4698,A logon attempt was made using explicit credentials. User: user1042,Victoria,0
470,user1958,PC-376,4624,A logon attempt was made using explicit credentials. User: user1958,South Australia,0
471,user1991,PC-796,4698,A service was installed in the system. Service: enter by user1991,Western Australia,0
472,user1891,PC-452,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-452,Queensland,0
473,user1654,PC-234,4624,A logon attempt was made using explicit credentials. User: user1654,ACT,0
475,user1390,PC-553,4625,An account was locked out. User: user1390,Tasmania,0
476,user1282,PC-940,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-940,ACT,0
477,user1484,PC-390,4698,Scheduled task created. Name: instead by user1484,South Australia,0
478,user1323,PC-696,7045,An account was locked out. User: user1323,South Australia,0
479,user1987,PC-526,4698,A logon attempt was made using explicit credentials. User: user1987,South Australia,0
480,user1775,PC-634,7045,A logon attempt was made using explicit credentials. User: user1775,New South Wales,0
481,user1780,PC-331,4625,Scheduled task created. Name: public by user1780,Queensland,0
482,user1140,PC-327,1116,Scheduled task created. Name: return by user1140,Queensland,0
483,user1194,PC-796,4698,Scheduled task created. Name: effect by user1194,South Australia,0
484,user1670,PC-421,7045,An account was successfully logged on. User: user1670 from PC-421,Northern Territory,0
485,user1933,PC-875,4625,An account was successfully logged on. User: user1933 from PC-875,Tasmania,0
486,user1521,PC-414,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-414,Northern Territory,0
