id,data_subject_id,src_ip,dst_ip,severity,signature,text
193,149.121.6.190->10.244.60.182,149.121.6.190,10.244.60.182,critical,Ransomware beacon,Ransomware beacon from 149.121.6.190 targeting 10.244.60.182
194,60.170.255.59->172.19.118.108,60.170.255.59,172.19.118.108,medium,Port scan,Port scan from 60.170.255.59 targeting 172.19.118.108
195,209.54.118.41->172.29.72.125,209.54.118.41,172.29.72.125,low,Port scan,Port scan from 209.54.118.41 targeting 172.29.72.125
196,201.119.102.13->10.33.58.109,201.119.102.13,10.33.58.109,high,Port scan,Port scan from 201.119.102.13 targeting 10.33.58.109
197,131.72.87.192->172.16.205.145,131.72.87.192,172.16.205.145,low,Ransomware beacon,Ransomware beacon from 131.72.87.192 targeting 172.16.205.145
198,213.139.225.37->10.185.151.64,213.139.225.37,10.185.151.64,medium,Port scan,Port scan from 213.139.225.37 targeting 10.185.151.64
199,122.49.60.88->10.131.16.152,122.49.60.88,10.131.16.152,high,Ransomware beacon,Ransomware beacon from 122.49.60.88 targeting 10.131.16.152
200,209.49.53.59->172.21.141.230,209.49.53.59,172.21.141.230,medium,Ransomware beacon,Ransomware beacon from 209.49.53.59 targeting 172.21.141.230
201,155.66.233.42->10.144.41.207,155.66.233.42,10.144.41.207,high,C2 traffic,C2 traffic from 155.66.233.42 targeting 10.144.41.207
202,145.70.150.171->192.168.63.88,145.70.150.171,192.168.63.88,medium,C2 traffic,C2 traffic from 145.70.150.171 targeting 192.168.63.88
203,179.92.166.190->192.168.11.68,179.92.166.190,192.168.11.68,medium,Exploit kit,Exploit kit from 179.92.166.190 targeting 192.168.11.68
204,199.126.96.58->192.168.218.183,199.126.96.58,192.168.218.183,high,Ransomware beacon,Ransomware beacon from 199.126.96.58 targeting 192.168.218.183
205,210.19.5.52->192.168.185.109,210.19.5.52,192.168.185.109,critical,Port scan,Port scan from 210.19.5.52 targeting 192.168.185.109
206,12.47.121.154->172.23.17.190,12.47.121.154,172.23.17.190,high,SQLi attempt,SQLi attempt from 12.47.121.154 targeting 172.23.17.190
207,217.238.217.199->10.7.52.64,217.238.217.199,10.7.52.64,critical,SQLi attempt,SQLi attempt from 217.238.217.199 targeting 10.7.52.64
208,184.11.96.252->10.41.183.252,184.11.96.252,10.41.183.252,critical,C2 traffic,C2 traffic from 184.11.96.252 targeting 10.41.183.252
209,204.55.21.189->172.16.167.211,204.55.21.189,172.16.167.211,low,SQLi attempt,SQLi attempt from 204.55.21.189 targeting 172.16.167.211
210,196.127.107.14->192.168.113.209,196.127.107.14,192.168.113.209,critical,Port scan,Port scan from 196.127.107.14 targeting 192.168.113.209
211,188.127.167.195->192.168.155.17,188.127.167.195,192.168.155.17,high,Port scan,Port scan from 188.127.167.195 targeting 192.168.155.17
212,219.252.159.168->10.87.93.142,219.252.159.168,10.87.93.142,high,Ransomware beacon,Ransomware beacon from 219.252.159.168 targeting 10.87.93.142
213,134.82.120.144->10.88.229.52,134.82.120.144,10.88.229.52,medium,SQLi attempt,SQLi attempt from 134.82.120.144 targeting 10.88.229.52
214,222.51.29.131->10.223.227.122,222.51.29.131,10.223.227.122,low,Ransomware beacon,Ransomware beacon from 222.51.29.131 targeting 10.223.227.122
215,205.172.102.92->172.18.168.6,205.172.102.92,172.18.168.6,critical,Port scan,Port scan from 205.172.102.92 targeting 172.18.168.6
216,221.122.25.175->10.82.211.191,221.122.25.175,10.82.211.191,high,Port scan,Port scan from 221.122.25.175 targeting 10.82.211.191
217,73.94.35.242->10.23.118.233,73.94.35.242,10.23.118.233,high,C2 traffic,C2 traffic from 73.94.35.242 targeting 10.23.118.233
218,173.144.239.133->172.30.1.2,173.144.239.133,172.30.1.2,low,C2 traffic,C2 traffic from 173.144.239.133 targeting 172.30.1.2
219,108.139.81.174->172.16.118.85,108.139.81.174,172.16.118.85,low,Port scan,Port scan from 108.139.81.174 targeting 172.16.118.85
220,157.86.242.205->172.30.189.155,157.86.242.205,172.30.189.155,low,Exploit kit,Exploit kit from 157.86.242.205 targeting 172.30.189.155
221,174.40.79.253->192.168.25.46,174.40.79.253,192.168.25.46,critical,SQLi attempt,SQLi attempt from 174.40.79.253 targeting 192.168.25.46
222,78.172.131.187->10.120.116.45,78.172.131.187,10.120.116.45,low,Ransomware beacon,Ransomware beacon from 78.172.131.187 targeting 10.120.116.45
223,78.182.92.181->172.23.105.30,78.182.92.181,172.23.105.30,critical,Port scan,Port scan from 78.182.92.181 targeting 172.23.105.30
224,169.162.19.131->10.64.164.38,169.162.19.131,10.64.164.38,low,C2 traffic,C2 traffic from 169.162.19.131 targeting 10.64.164.38
225,128.92.64.137->10.186.125.136,128.92.64.137,10.186.125.136,critical,C2 traffic,C2 traffic from 128.92.64.137 targeting 10.186.125.136
226,194.137.149.177->192.168.199.51,194.137.149.177,192.168.199.51,high,Ransomware beacon,Ransomware beacon from 194.137.149.177 targeting 192.168.199.51
227,94.73.149.179->10.1.68.101,94.73.149.179,10.1.68.101,medium,Exploit kit,Exploit kit from 94.73.149.179 targeting 10.1.68.101
228,223.186.181.60->172.19.224.92,223.186.181.60,172.19.224.92,critical,C2 traffic,C2 traffic from 223.186.181.60 targeting 172.19.224.92
229,109.81.132.251->192.168.200.43,109.81.132.251,192.168.200.43,low,Port scan,Port scan from 109.81.132.251 targeting 192.168.200.43
230,86.171.81.35->172.18.152.93,86.171.81.35,172.18.152.93,high,Port scan,Port scan from 86.171.81.35 targeting 172.18.152.93
231,199.98.19.232->172.22.47.37,199.98.19.232,172.22.47.37,medium,C2 traffic,C2 traffic from 199.98.19.232 targeting 172.22.47.37
232,74.240.159.203->10.236.180.226,74.240.159.203,10.236.180.226,critical,Exploit kit,Exploit kit from 74.240.159.203 targeting 10.236.180.226
233,172.44.215.209->172.19.250.169,172.44.215.209,172.19.250.169,medium,Exploit kit,Exploit kit from 172.44.215.209 targeting 172.19.250.169
234,214.134.7.252->172.20.103.212,214.134.7.252,172.20.103.212,high,Ransomware beacon,Ransomware beacon from 214.134.7.252 targeting 172.20.103.212
235,212.76.3.215->172.24.191.155,212.76.3.215,172.24.191.155,high,C2 traffic,C2 traffic from 212.76.3.215 targeting 172.24.191.155
236,42.28.7.118->192.168.170.61,42.28.7.118,192.168.170.61,critical,SQLi attempt,SQLi attempt from 42.28.7.118 targeting 192.168.170.61
237,159.82.220.15->192.168.252.167,159.82.220.15,192.168.252.167,medium,SQLi attempt,SQLi attempt from 159.82.220.15 targeting 192.168.252.167
238,176.203.157.172->10.231.148.78,176.203.157.172,10.231.148.78,low,Exploit kit,Exploit kit from 176.203.157.172 targeting 10.231.148.78
239,217.253.132.211->192.168.166.33,217.253.132.211,192.168.166.33,high,Exploit kit,Exploit kit from 217.253.132.211 targeting 192.168.166.33
240,216.22.171.204->172.31.135.186,216.22.171.204,172.31.135.186,high,SQLi attempt,SQLi attempt from 216.22.171.204 targeting 172.31.135.186
241,176.72.47.245->172.23.254.57,176.72.47.245,172.23.254.57,critical,SQLi attempt,SQLi attempt from 176.72.47.245 targeting 172.23.254.57
242,200.199.88.217->192.168.231.35,200.199.88.217,192.168.231.35,medium,Exploit kit,Exploit kit from 200.199.88.217 targeting 192.168.231.35
243,114.16.105.235->192.168.174.124,114.16.105.235,192.168.174.124,low,C2 traffic,C2 traffic from 114.16.105.235 targeting 192.168.174.124
244,211.155.14.203->10.72.143.96,211.155.14.203,10.72.143.96,high,Port scan,Port scan from 211.155.14.203 targeting 10.72.143.96
245,204.18.236.122->172.19.30.17,204.18.236.122,172.19.30.17,critical,Ransomware beacon,Ransomware beacon from 204.18.236.122 targeting 172.19.30.17
246,73.54.96.55->172.28.193.92,73.54.96.55,172.28.193.92,high,Ransomware beacon,Ransomware beacon from 73.54.96.55 targeting 172.28.193.92
247,85.199.144.186->10.62.174.26,85.199.144.186,10.62.174.26,medium,C2 traffic,C2 traffic from 85.199.144.186 targeting 10.62.174.26
248,35.200.51.125->192.168.136.214,35.200.51.125,192.168.136.214,medium,C2 traffic,C2 traffic from 35.200.51.125 targeting 192.168.136.214
249,78.49.46.147->10.135.229.150,78.49.46.147,10.135.229.150,low,Port scan,Port scan from 78.49.46.147 targeting 10.135.229.150
250,82.176.82.192->10.49.98.183,82.176.82.192,10.49.98.183,medium,Ransomware beacon,Ransomware beacon from 82.176.82.192 targeting 10.49.98.183
251,148.68.88.151->172.23.146.69,148.68.88.151,172.23.146.69,medium,C2 traffic,C2 traffic from 148.68.88.151 targeting 172.23.146.69
252,62.205.155.214->172.27.246.147,62.205.155.214,172.27.246.147,high,Exploit kit,Exploit kit from 62.205.155.214 targeting 172.27.246.147
253,110.96.234.191->172.29.128.123,110.96.234.191,172.29.128.123,low,Exploit kit,Exploit kit from 110.96.234.191 targeting 172.29.128.123
254,56.103.133.134->172.20.150.207,56.103.133.134,172.20.150.207,low,SQLi attempt,SQLi attempt from 56.103.133.134 targeting 172.20.150.207
255,153.203.210.104->10.18.214.176,153.203.210.104,10.18.214.176,critical,Ransomware beacon,Ransomware beacon from 153.203.210.104 targeting 10.18.214.176
256,34.234.175.35->172.30.13.248,34.234.175.35,172.30.13.248,low,Port scan,Port scan from 34.234.175.35 targeting 172.30.13.248
257,184.205.35.50->10.206.161.154,184.205.35.50,10.206.161.154,medium,Port scan,Port scan from 184.205.35.50 targeting 10.206.161.154
258,170.217.133.174->172.27.87.229,170.217.133.174,172.27.87.229,medium,SQLi attempt,SQLi attempt from 170.217.133.174 targeting 172.27.87.229
259,203.115.132.2->172.25.209.159,203.115.132.2,172.25.209.159,critical,Ransomware beacon,Ransomware beacon from 203.115.132.2 targeting 172.25.209.159
260,205.14.194.79->192.168.101.22,205.14.194.79,192.168.101.22,critical,Exploit kit,Exploit kit from 205.14.194.79 targeting 192.168.101.22
261,214.116.155.232->172.21.37.136,214.116.155.232,172.21.37.136,medium,C2 traffic,C2 traffic from 214.116.155.232 targeting 172.21.37.136
262,202.81.62.88->192.168.232.37,202.81.62.88,192.168.232.37,medium,C2 traffic,C2 traffic from 202.81.62.88 targeting 192.168.232.37
263,164.53.91.18->10.88.185.206,164.53.91.18,10.88.185.206,critical,C2 traffic,C2 traffic from 164.53.91.18 targeting 10.88.185.206
264,12.20.41.114->172.29.222.118,12.20.41.114,172.29.222.118,critical,Ransomware beacon,Ransomware beacon from 12.20.41.114 targeting 172.29.222.118
265,65.146.146.3->172.28.84.144,65.146.146.3,172.28.84.144,high,Ransomware beacon,Ransomware beacon from 65.146.146.3 targeting 172.28.84.144
266,141.187.193.224->192.168.169.196,141.187.193.224,192.168.169.196,critical,Port scan,Port scan from 141.187.193.224 targeting 192.168.169.196
267,220.241.243.54->172.21.170.192,220.241.243.54,172.21.170.192,critical,C2 traffic,C2 traffic from 220.241.243.54 targeting 172.21.170.192
268,19.230.8.11->172.17.139.94,19.230.8.11,172.17.139.94,high,SQLi attempt,SQLi attempt from 19.230.8.11 targeting 172.17.139.94
269,150.225.25.151->10.207.177.60,150.225.25.151,10.207.177.60,medium,Exploit kit,Exploit kit from 150.225.25.151 targeting 10.207.177.60
270,222.254.141.140->10.206.219.182,222.254.141.140,10.206.219.182,critical,Port scan,Port scan from 222.254.141.140 targeting 10.206.219.182
271,201.53.162.122->192.168.3.32,201.53.162.122,192.168.3.32,high,Port scan,Port scan from 201.53.162.122 targeting 192.168.3.32
272,113.250.34.97->192.168.8.50,113.250.34.97,192.168.8.50,critical,C2 traffic,C2 traffic from 113.250.34.97 targeting 192.168.8.50
273,223.167.2.21->10.89.252.0,223.167.2.21,10.89.252.0,low,Ransomware beacon,Ransomware beacon from 223.167.2.21 targeting 10.89.252.0
274,188.218.142.6->192.168.63.204,188.218.142.6,192.168.63.204,low,Ransomware beacon,Ransomware beacon from 188.218.142.6 targeting 192.168.63.204
275,218.116.71.207->10.91.132.171,218.116.71.207,10.91.132.171,low,SQLi attempt,SQLi attempt from 218.116.71.207 targeting 10.91.132.171
276,174.133.29.51->172.31.164.210,174.133.29.51,172.31.164.210,high,Ransomware beacon,Ransomware beacon from 174.133.29.51 targeting 172.31.164.210
277,141.95.212.199->172.26.49.6,141.95.212.199,172.26.49.6,high,Ransomware beacon,Ransomware beacon from 141.95.212.199 targeting 172.26.49.6
278,165.103.214.228->172.21.90.162,165.103.214.228,172.21.90.162,medium,Exploit kit,Exploit kit from 165.103.214.228 targeting 172.21.90.162
279,216.17.49.13->172.17.155.245,216.17.49.13,172.17.155.245,critical,C2 traffic,C2 traffic from 216.17.49.13 targeting 172.17.155.245
280,143.235.98.160->172.21.18.112,143.235.98.160,172.21.18.112,critical,Ransomware beacon,Ransomware beacon from 143.235.98.160 targeting 172.21.18.112
281,208.59.253.192->192.168.34.173,208.59.253.192,192.168.34.173,critical,C2 traffic,C2 traffic from 208.59.253.192 targeting 192.168.34.173
282,181.79.8.53->10.16.179.100,181.79.8.53,10.16.179.100,medium,SQLi attempt,SQLi attempt from 181.79.8.53 targeting 10.16.179.100
283,213.199.34.163->172.18.223.104,213.199.34.163,172.18.223.104,critical,Ransomware beacon,Ransomware beacon from 213.199.34.163 targeting 172.18.223.104
284,140.20.64.223->10.148.95.251,140.20.64.223,10.148.95.251,medium,C2 traffic,C2 traffic from 140.20.64.223 targeting 10.148.95.251
285,213.81.216.115->192.168.188.26,213.81.216.115,192.168.188.26,high,SQLi attempt,SQLi attempt from 213.81.216.115 targeting 192.168.188.26
286,18.200.223.144->172.17.218.77,18.200.223.144,172.17.218.77,medium,Ransomware beacon,Ransomware beacon from 18.200.223.144 targeting 172.17.218.77
287,115.194.134.114->10.151.164.233,115.194.134.114,10.151.164.233,high,SQLi attempt,SQLi attempt from 115.194.134.114 targeting 10.151.164.233
288,222.124.254.201->10.154.36.132,222.124.254.201,10.154.36.132,high,Port scan,Port scan from 222.124.254.201 targeting 10.154.36.132
289,206.111.139.35->172.31.65.212,206.111.139.35,172.31.65.212,high,C2 traffic,C2 traffic from 206.111.139.35 targeting 172.31.65.212
290,200.153.73.32->172.16.95.50,200.153.73.32,172.16.95.50,critical,C2 traffic,C2 traffic from 200.153.73.32 targeting 172.16.95.50
291,40.222.205.215->172.31.7.253,40.222.205.215,172.31.7.253,high,Ransomware beacon,Ransomware beacon from 40.222.205.215 targeting 172.31.7.253
292,16.92.243.98->172.20.73.189,16.92.243.98,172.20.73.189,low,Exploit kit,Exploit kit from 16.92.243.98 targeting 172.20.73.189
293,183.45.73.83->172.23.65.247,183.45.73.83,172.23.65.247,critical,Port scan,Port scan from 183.45.73.83 targeting 172.23.65.247
294,134.46.169.233->172.22.158.71,134.46.169.233,172.22.158.71,low,SQLi attempt,SQLi attempt from 134.46.169.233 targeting 172.22.158.71
295,134.121.152.121->10.85.137.156,134.121.152.121,10.85.137.156,critical,SQLi attempt,SQLi attempt from 134.121.152.121 targeting 10.85.137.156
296,37.76.251.154->192.168.0.77,37.76.251.154,192.168.0.77,medium,SQLi attempt,SQLi attempt from 37.76.251.154 targeting 192.168.0.77
297,172.126.203.123->192.168.190.202,172.126.203.123,192.168.190.202,medium,SQLi attempt,SQLi attempt from 172.126.203.123 targeting 192.168.190.202
298,171.194.166.49->192.168.154.18,171.194.166.49,192.168.154.18,high,Ransomware beacon,Ransomware beacon from 171.194.166.49 targeting 192.168.154.18
299,149.194.191.50->10.155.113.154,149.194.191.50,10.155.113.154,medium,Ransomware beacon,Ransomware beacon from 149.194.191.50 targeting 10.155.113.154
300,4.254.250.60->192.168.153.219,4.254.250.60,192.168.153.219,high,Ransomware beacon,Ransomware beacon from 4.254.250.60 targeting 192.168.153.219
301,215.57.77.218->172.29.164.94,215.57.77.218,172.29.164.94,critical,SQLi attempt,SQLi attempt from 215.57.77.218 targeting 172.29.164.94
302,150.141.64.202->192.168.238.64,150.141.64.202,192.168.238.64,critical,Exploit kit,Exploit kit from 150.141.64.202 targeting 192.168.238.64
303,155.145.208.230->192.168.205.25,155.145.208.230,192.168.205.25,low,Exploit kit,Exploit kit from 155.145.208.230 targeting 192.168.205.25
304,220.187.69.10->10.123.223.166,220.187.69.10,10.123.223.166,critical,C2 traffic,C2 traffic from 220.187.69.10 targeting 10.123.223.166
305,152.58.129.147->172.29.228.8,152.58.129.147,172.29.228.8,critical,Ransomware beacon,Ransomware beacon from 152.58.129.147 targeting 172.29.228.8
306,153.170.224.69->172.17.148.20,153.170.224.69,172.17.148.20,low,Port scan,Port scan from 153.170.224.69 targeting 172.17.148.20
307,82.29.50.215->192.168.57.248,82.29.50.215,192.168.57.248,critical,Exploit kit,Exploit kit from 82.29.50.215 targeting 192.168.57.248
308,99.226.137.213->192.168.26.178,99.226.137.213,192.168.26.178,medium,C2 traffic,C2 traffic from 99.226.137.213 targeting 192.168.26.178
309,180.48.83.155->10.95.231.50,180.48.83.155,10.95.231.50,low,Exploit kit,Exploit kit from 180.48.83.155 targeting 10.95.231.50
310,203.208.182.229->10.241.117.152,203.208.182.229,10.241.117.152,low,Exploit kit,Exploit kit from 203.208.182.229 targeting 10.241.117.152
311,55.46.88.36->192.168.222.209,55.46.88.36,192.168.222.209,high,SQLi attempt,SQLi attempt from 55.46.88.36 targeting 192.168.222.209
312,186.90.150.242->10.164.43.120,186.90.150.242,10.164.43.120,low,Ransomware beacon,Ransomware beacon from 186.90.150.242 targeting 10.164.43.120
313,152.126.217.52->172.23.199.248,152.126.217.52,172.23.199.248,low,Port scan,Port scan from 152.126.217.52 targeting 172.23.199.248
314,104.146.112.110->10.69.209.31,104.146.112.110,10.69.209.31,low,Port scan,Port scan from 104.146.112.110 targeting 10.69.209.31
315,197.143.54.74->10.63.38.16,197.143.54.74,10.63.38.16,low,Ransomware beacon,Ransomware beacon from 197.143.54.74 targeting 10.63.38.16
316,204.72.218.121->192.168.255.76,204.72.218.121,192.168.255.76,medium,Exploit kit,Exploit kit from 204.72.218.121 targeting 192.168.255.76
317,65.149.249.130->172.25.59.69,65.149.249.130,172.25.59.69,critical,Ransomware beacon,Ransomware beacon from 65.149.249.130 targeting 172.25.59.69
318,67.220.180.165->172.22.183.142,67.220.180.165,172.22.183.142,critical,Port scan,Port scan from 67.220.180.165 targeting 172.22.183.142
319,47.216.34.68->10.12.11.179,47.216.34.68,10.12.11.179,medium,C2 traffic,C2 traffic from 47.216.34.68 targeting 10.12.11.179
320,145.158.79.123->10.195.56.154,145.158.79.123,10.195.56.154,medium,Exploit kit,Exploit kit from 145.158.79.123 targeting 10.195.56.154
321,101.199.120.118->10.62.112.36,101.199.120.118,10.62.112.36,high,C2 traffic,C2 traffic from 101.199.120.118 targeting 10.62.112.36
322,48.74.82.240->192.168.136.26,48.74.82.240,192.168.136.26,critical,C2 traffic,C2 traffic from 48.74.82.240 targeting 192.168.136.26
323,175.108.204.36->10.197.153.42,175.108.204.36,10.197.153.42,low,SQLi attempt,SQLi attempt from 175.108.204.36 targeting 10.197.153.42
324,52.100.207.205->192.168.81.110,52.100.207.205,192.168.81.110,low,SQLi attempt,SQLi attempt from 52.100.207.205 targeting 192.168.81.110
325,40.208.204.191->10.241.59.160,40.208.204.191,10.241.59.160,critical,C2 traffic,C2 traffic from 40.208.204.191 targeting 10.241.59.160
